idCAT,layers,styler,bbox,anio,autor,urlgeoportal,urldescargazip
14099AVES,vsoi071dpgw,dp_01g,"-104.076507568359,8.3751745223999,-76.7431640625,36.233512878418",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=vsoi071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vsoi071dpgw.zip
14099AVES,vire_soligw,poly_conabio_conabio_1p,"-102.853229,14.63136,-90.383229,29.88136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=vire_soligw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vire_soligw.zip
14099AVES,virsol_invgw,poly_conabio_conabio_1p,"-102.919069,8.439586,-71.419069,32.539586",2006,Peterson et al.,http://geoportal.conabio.gob.mx/#!l=virsol_invgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/virsol_invgw.zip
14099AVES,virsol_vergw,poly_conabio_conabio_1p,"-124.219069,32.739586,-52.619069,63.539586",2006,Peterson et al.,http://geoportal.conabio.gob.mx/#!l=virsol_vergw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/virsol_vergw.zip
14100AVES,vvii071dpgw,dp_01g,"-113.148574829102,22.9900798797607,-105.956901550293,33.5234184265137",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=vvii071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vvii071dpgw.zip
14100AVES,vire_vicigw,poly_conabio_conabio_1p,"-117.123229,21.24136,-89.243229,32.72136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=vire_vicigw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vire_vicigw.zip
14100AVES,virvic_invgw,poly_conabio_conabio_1p,"-115.919069,24.039586,-108.619069,32.539586",2006,Peterson et al.,http://geoportal.conabio.gob.mx/#!l=virvic_invgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/virvic_invgw.zip
14100AVES,vviv071dpgw,dp_01g,"-120.65690612793,21.4567470550537,-103.240234375,41.4234161376953",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=vviv071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vviv071dpgw.zip
14100AVES,virvic_vergw,poly_conabio_conabio_1p,"-118.519069,28.539586,-100.019069,40.939586",2006,Peterson et al.,http://geoportal.conabio.gob.mx/#!l=virvic_vergw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/virvic_vergw.zip
14101AVES,vme071dpgw,dp_01g,"-105.405700683594,13.5408954620361,-88.5656967163086,21.7908973693848",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=vme071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vme071dpgw.zip
14101AVES,vire_meligw,poly_conabio_conabio_1p,"-105.613229,15.04136,-91.993229,22.07136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=vire_meligw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vire_meligw.zip
14102AVES,vpu071dpgw,dp_01g,"-97.14208984375,7.70367908477783,-78.6720886230469,19.04368019104",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=vpu071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vpu071dpgw.zip
14102AVES,vire_pulcgw,poly_conabio_conabio_1p,"-97.263229,14.75136,-88.493229,19.80136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=vire_pulcgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vire_pulcgw.zip
26287ANGIO,vat008dpgw,dp_01v,"-106.365127563477,15.8607120513916,-94.9858169555664,24.3516139984131",2017,Espejo-Serna et al.,http://geoportal.conabio.gob.mx/#!l=vat008dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vat008dpgw.zip
26288ANGIO,vig008dpgw,dp_01v,"-104.196754455566,15.9403486251831,-96.5275421142578,20.7377490997314",2017,Espejo-Serna et al.,http://geoportal.conabio.gob.mx/#!l=vig008dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vig008dpgw.zip
26289ANGIO,vle008dpgw,dp_01v,"-103.891548156738,17.8481559753418,-96.9693374633789,23.5253582000732",2017,Espejo-Serna et al.,http://geoportal.conabio.gob.mx/#!l=vle008dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vle008dpgw.zip
26290ANGIO,vmau008dpgw,dp_01v,"-100.687866210938,19.6856746673584,-97.3263549804688,22.3084774017334",2017,Espejo-Serna et al.,http://geoportal.conabio.gob.mx/#!l=vmau008dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vmau008dpgw.zip
26293ANGIO,vpl008dpgw,dp_01v,"-103.829345703125,15.8607120513916,-94.9898376464844,19.8862133026123",2017,Espejo-Serna et al.,http://geoportal.conabio.gob.mx/#!l=vpl008dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vpl008dpgw.zip
26294ANGIO,vto008dpgw,dp_01v,"-106.365127563477,18.1748142242432,-96.9695129394531,24.3500156402588",2017,Espejo-Serna et al.,http://geoportal.conabio.gob.mx/#!l=vto008dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vto008dpgw.zip
32261ANGIO,dis_v_guatgw,arbol_trop,"-95.360218,16.720754,-94.120186,18.600669",2005,Pennington y Sarukhán,http://geoportal.conabio.gob.mx/#!l=dis_v_guatgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dis_v_guatgw.zip
32261ANGIO,vgu052dpgw,dp_01g,"-95.3749999996196,8.37499999969138,-81.4166666661062,18.7499999998252",2020,Vaca,http://geoportal.conabio.gob.mx/#!l=vgu052dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vgu052dpgw.zip
32068ANGIO,dis_v_gaumgw,arbol_trop,"-94.360191,16.080787,-86.799994,21.600544",2005,Pennington y Sarukhán,http://geoportal.conabio.gob.mx/#!l=dis_v_gaumgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dis_v_gaumgw.zip
32071ANGIO,vmo002dpgw,dp_01g,"-116.01399230957,14.5661697387695,-90.3650054931641,32.7321128845215",2018,Dávila-Aranda et al.,http://geoportal.conabio.gob.mx/#!l=vmo002dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vmo002dpgw.zip
32071ANGIO,dis_v_mollgw,arbol_trop,"-110.360641,15.480814,-92.92015,28.800227",2005,Pennington y Sarukhán,http://geoportal.conabio.gob.mx/#!l=dis_v_mollgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dis_v_mollgw.zip
32071ANGIO,vmo052dpgw,dp_01g,"-110.791666666485,15.6250000003973,-91.79166666624,29.4166666672418",2020,Vaca,http://geoportal.conabio.gob.mx/#!l=vmo052dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vmo052dpgw.zip
32072ANGIO,vpy002dpgw,dp_01g,"-116.01399230957,14.5661697387695,-90.3650054931641,32.7321128845215",2018,Dávila-Aranda et al.,http://geoportal.conabio.gob.mx/#!l=vpy002dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vpy002dpgw.zip
32219ANGIO,dis_vo_guagw,arbol_trop,"-97.040262,16.080787,-90.400087,19.520626",2005,Pennington y Sarukhán,http://geoportal.conabio.gob.mx/#!l=dis_vo_guagw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dis_vo_guagw.zip
32219ANGIO,vgua052dpgw,dp_01g,"-98.3749999996583,14.9999999997768,-88.5210393298761,20.749999999851",2020,Vaca,http://geoportal.conabio.gob.mx/#!l=vgua052dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vgua052dpgw.zip
13714AVES,vja071dpgw,dp_01g,"-107.64070892334,7.2034740447998,-77.2006988525391,25.5934753417969",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=vja071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vja071dpgw.zip
13714AVES,vola_jacagw,poly_conabio_conabio_1p,"-110.003229,14.56136,-86.743229,29.53136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=vola_jacagw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vola_jacagw.zip
26059ANGIO,vma008dpgw,dp_01v,"-97.6549911499023,15.1716890335083,-90.3758850097656,19.5208911895752",2017,Espejo-Serna et al.,http://geoportal.conabio.gob.mx/#!l=vma008dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vma008dpgw.zip
11858MAMIF,vma004dpgw,jm004,"-117.123596191406,18.0498332977295,-96.4235916137695,32.7165031433105",2016,Scott-Morales y Vela-Coiffier,http://geoportal.conabio.gob.mx/#!l=vma004dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vma004dpgw.zip
11858MAMIF,vulmacro_agw,mamiferos_ds006,"-116.867805480957,21.8576259613037,-101.127799987793,32.6176300048828",2006,Ceballos et al.,http://geoportal.conabio.gob.mx/#!l=vulmacro_agw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/vulmacro_agw.zip
26084ANGIO,wfi002dpgw,dp_01g,"-118.390380859375,20.6246280670166,-102.482681274414,33.4991149902344",2018,Dávila-Aranda et al.,http://geoportal.conabio.gob.mx/#!l=wfi002dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/wfi002dpgw.zip
32597HYMEN,waur003dpgw,dptv_0_1,"-111.65,12.7,-85.2,34.3499999999999",2022,Córdoba-Aguilar y Rocha-Ortega,http://geoportal.conabio.gob.mx/#!l=waur003dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/waur003dpgw.zip
27964ANGIO,win013dpgw,dp_01g,"-105.253242492676,18.6839466094971,-96.5105590820312,25.7400436401367",2015,Villaseñor et al.,http://geoportal.conabio.gob.mx/#!l=win013dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/win013dpgw.zip
26098ANGIO,wva008dpgw,dp_01v,"-100.559463500977,15.1716890335083,-92.0021514892578,22.981990814209",2017,Espejo-Serna et al.,http://geoportal.conabio.gob.mx/#!l=wva008dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/wva008dpgw.zip
14316AVES,wils_canagw,poly_conabio_conabio_1p,"-103.483229,14.71136,-90.383229,23.87136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=wils_canagw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/wils_canagw.zip
14317AVES,wils_citrgw,poly_conabio_conabio_1p,"-99.603229,14.57136,-86.743229,25.91136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=wils_citrgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/wils_citrgw.zip
14317AVES,wilcit_invgw,poly_conabio_conabio_1p,"-99.419069,8.539586,-68.719069,27.039586",2006,Peterson et al.,http://geoportal.conabio.gob.mx/#!l=wilcit_invgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/wilcit_invgw.zip
14317AVES,wilcit_vergw,poly_conabio_conabio_1p,"-98.119069,27.339586,-71.419069,45.539586",2006,Peterson et al.,http://geoportal.conabio.gob.mx/#!l=wilcit_vergw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/wilcit_vergw.zip
18721AVES,wils_pusigw,poly_conabio_conabio_1p,"-117.123229,14.56136,-86.743229,32.55136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=wils_pusigw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/wils_pusigw.zip
18721AVES,wilpus_invgw,poly_conabio_conabio_1p,"-112.619069,7.639586,-80.019069,31.139586",2006,Peterson et al.,http://geoportal.conabio.gob.mx/#!l=wilpus_invgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/wilpus_invgw.zip
18721AVES,wilpus_vergw,poly_conabio_conabio_1p,"-167.719069,35.139586,-52.619069,70.539586",2006,Peterson et al.,http://geoportal.conabio.gob.mx/#!l=wilpus_vergw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/wilpus_vergw.zip
18721AVES,wil_pugw,aves_ce007,"-117.000879,14.550838,-86.730879,32.620838",2006,Gómez de Silva,http://geoportal.conabio.gob.mx/#!l=wil_pugw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/wil_pugw.zip
78725ANGIO,war009dpgw,jm009_0_1,"-105.70041,14.56617,-90.36769,20.882584",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=war009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/war009dpgw.zip
27620ANGIO,wla002dpgw,dp_01g,"-116.01399230957,14.5661697387695,-90.3650054931641,32.7321128845215",2018,Dávila-Aranda et al.,http://geoportal.conabio.gob.mx/#!l=wla002dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/wla002dpgw.zip
35966ANGIO,wmo002dpgw,dp_01g,"-94.8200073242188,14,-86.4619979858398,21.6330280303955",2018,Dávila-Aranda et al.,http://geoportal.conabio.gob.mx/#!l=wmo002dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/wmo002dpgw.zip
55075ANGIO,wme013dpgw,dp_01g,"-102.243232727051,19.7340564727783,-97.3997421264648,25.7394390106201",2015,Villaseñor et al.,http://geoportal.conabio.gob.mx/#!l=wme013dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/wme013dpgw.zip
13812AVES,xxai071dpgw,dp_01g,"-124.318130493164,17.245080947876,-80.0181198120117,42.5650863647461",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=xxai071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xxai071dpgw.zip
13812AVES,xant_xantgw,poly_conabio_conabio_1p,"-117.023229,15.68136,-94.463229,32.61136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=xant_xantgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xant_xantgw.zip
13812AVES,xanxan_invgw,poly_conabio_conabio_1p,"-124.519069,16.039586,-91.719069,49.139586",2006,Peterson et al.,http://geoportal.conabio.gob.mx/#!l=xanxan_invgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xanxan_invgw.zip
13812AVES,xanxan_vergw,poly_conabio_conabio_1p,"-124.219069,30.539586,-76.719069,56.539586",2006,Peterson et al.,http://geoportal.conabio.gob.mx/#!l=xanxan_vergw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xanxan_vergw.zip
733REPTI,xant_hensgw,poly_conabio_conabio_1p,"-116.897804,30.737627,-115.247803,32.617626",2006,Ochoa-Ochoa et al.,http://geoportal.conabio.gob.mx/#!l=xant_hensgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xant_hensgw.zip
734REPTI,xant_vigigw,poly_conabio_conabio_1p,"-116.287804,23.777626,-109.937805,32.717625",2006,Ochoa-Ochoa et al.,http://geoportal.conabio.gob.mx/#!l=xant_vigigw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xant_vigigw.zip
12046MAMIF,xne040dpgw,jm040_1,"-105.692968274982,17.9421827289169,-102.134634742381,21.683849605117",2020,Sánchez-Cordero et al.,http://geoportal.conabio.gob.mx/#!l=xne040dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xne040dpgw.zip
12046MAMIF,xne053dpgw,dp_01g,"-105.693870544434,18.1005020141602,-102.11067199707,21.2753772735596",2016,Ballesteros-Barrera et al.,http://geoportal.conabio.gob.mx/#!l=xne053dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xne053dpgw.zip
12046MAMIF,xennelso_agw,mamiferos_ds006,"-105.517807006836,18.757625579834,-103.66780090332,20.2076263427734",2006,Ceballos et al.,http://geoportal.conabio.gob.mx/#!l=xennelso_agw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xennelso_agw.zip
8393PECES,xca017dpgw,dp_01v,"-101.444839477539,19.3973426818848,-98.0198364257812,23.389009475708",2017,Domínguez-Domínguez y Ortega-Rodríguez,http://geoportal.conabio.gob.mx/#!l=xca017dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xca017dpgw.zip
13755AVES,xmi071dpgw,dp_01g,"-97.132209777832,7.21347379684448,-77.2022018432617,21.3434753417969",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=xmi071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xmi071dpgw.zip
13755AVES,xeno_minugw,poly_conabio_conabio_1p,"-97.213229,16.07136,-86.743229,21.59136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=xeno_minugw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xeno_minugw.zip
5577AVES,xru071dpgw,dp_01g,"-85.4922103881836,7.52347373962402,-77.2022018432617,11.0234746932983",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=xru071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xru071dpgw.zip
3158AVES,xse071dpgw,dp_01g,"-79.7922134399414,3.59037685394287,-76.8122024536133,9.56037712097168",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=xse071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xse071dpgw.zip
735REPTI,xenos_grangw,poly_conabio_conabio_1p,"-99.827805,15.877626,-92.027802,21.127626",2006,Ochoa-Ochoa et al.,http://geoportal.conabio.gob.mx/#!l=xenos_grangw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xenos_grangw.zip
13715AVES,xba071dpgw,dp_01g,"-110.586799621582,18.4540767669678,-97.0667953491211,30.2640781402588",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=xba071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xba071dpgw.zip
13715AVES,xeno_bailgw,poly_conabio_conabio_1p,"-106.043235778809,18.62135887146,-98.2332229614258,24.2413597106934",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=xeno_bailgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xeno_bailgw.zip
8394PECES,xre017dpgw,dp_01v,"-104.97346496582,18.8533763885498,-103.931793212891,19.8533763885498",2017,Domínguez-Domínguez y Ortega-Rodríguez,http://geoportal.conabio.gob.mx/#!l=xre017dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xre017dpgw.zip
8395PECES,xei017dpgw,dp_01v,"-105.496131896973,18.5988750457764,-101.279457092285,23.4322090148926",2017,Domínguez-Domínguez y Ortega-Rodríguez,http://geoportal.conabio.gob.mx/#!l=xei017dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xei017dpgw.zip
8396PECES,xme017dpgw,dp_01v,"-105.341300964355,18.8386764526367,-102.44962310791,21.2720108032227",2017,Domínguez-Domínguez y Ortega-Rodríguez,http://geoportal.conabio.gob.mx/#!l=xme017dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xme017dpgw.zip
8397PECES,xva017dpgw,dp_01v,"-105.45686340332,19.3973426818848,-98.0235290527344,25.5723419189453",2017,Domínguez-Domínguez y Ortega-Rodríguez,http://geoportal.conabio.gob.mx/#!l=xva017dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xva017dpgw.zip
14074AVES,xca071dpgw,dp_01g,"-93.3640365600586,14.2279472351074,-89.1940307617188,17.2679481506348",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=xca071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xca071dpgw.zip
14074AVES,xeno_callgw,poly_conabio_conabio_1p,"-93.803229,15.16136,-91.493229,17.43136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=xeno_callgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xeno_callgw.zip
14075AVES,xme071dpgw,dp_01g,"-100.088661193848,16.0589065551758,-95.5886535644531,19.3589096069336",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=xme071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xme071dpgw.zip
14075AVES,xeno_mexigw,poly_conabio_conabio_1p,"-101.183229,16.30136,-95.563229,19.85136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=xeno_mexigw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xeno_mexigw.zip
17675COLEO,xsc032dpgw,dp_01g,"-102.066673278809,27.0833320617676,-95.5499954223633,32.716667175293",2019,Lobo et al.,http://geoportal.conabio.gob.mx/#!l=xsc032dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xsc032dpgw.zip
18749MAMIF,xsp040dpgw,jm040_1,"-116.75317354978,16.442160596758,-90.58650541778,36.0504950281579",2020,Sánchez-Cordero et al.,http://geoportal.conabio.gob.mx/#!l=xsp040dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xsp040dpgw.zip
18759MAMIF,xte040dpgw,jm040_1,"-117.121270733609,21.285273541041,-100.34626979421,32.718607514641",2020,Sánchez-Cordero et al.,http://geoportal.conabio.gob.mx/#!l=xte040dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xte040dpgw.zip
30190ANGIO,xpa002dpgw,dp_01g,"-116.01399230957,14.5661697387695,-90.3650054931641,32.7321128845215",2018,Dávila-Aranda et al.,http://geoportal.conabio.gob.mx/#!l=xpa002dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xpa002dpgw.zip
13756AVES,xpr071dpgw,dp_01g,"-101.418594360352,8.34107685089111,-80.5585861206055,20.5010776519775",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=xpr071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xpr071dpgw.zip
13756AVES,xiph_promgw,poly_conabio_conabio_1p,"-101.813229,15.70136,-90.383229,23.25136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=xiph_promgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xiph_promgw.zip
13757AVES,xiph_erytgw,poly_conabio_conabio_1p,"-100.723229,15.08136,-90.393229,21.97136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=xiph_erytgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xiph_erytgw.zip
13757AVES,xer071dpgw,dp_01g,"-99.8587036132812,7.24608135223389,-77.1986999511719,21.7260818481445",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=xer071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xer071dpgw.zip
13758AVES,xfl071dpgw,dp_01g,"-108.026481628418,9.6962890625,-84.6864700317383,26.2062892913818",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=xfl071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xfl071dpgw.zip
13758AVES,xiph_flavgw,poly_conabio_conabio_1p,"-110.343229,14.71136,-86.743229,29.89136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=xiph_flavgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xiph_flavgw.zip
5579AVES,xla071dpgw,dp_01g,"-85.2422103881836,7.25347375869751,-77.2922058105469,12.6234750747681",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=xla071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xla071dpgw.zip
5579AVES,xsu071dpgw,dp_01g,"-86.2583923339844,7.20911359786987,-77.2583847045898,15.7891139984131",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=xsu071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/xsu071dpgw.zip
32481ANGIO,dis_x_frutgw,arbol_trop,"-99.000317,14.640855,-87.520007,21.320543",2005,Pennington y Sarukhán,http://geoportal.conabio.gob.mx/#!l=dis_x_frutgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dis_x_frutgw.zip
55469ANGIO,yde002dpgw,dp_01g,"-116.01399230957,14.5661697387695,-90.3650054931641,32.7321128845215",2018,Dávila-Aranda et al.,http://geoportal.conabio.gob.mx/#!l=yde002dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/yde002dpgw.zip
55602ANGIO,yja002dpgw,dp_01g,"-108.769691467285,15.6749296188354,-94.7035827636719,26.566162109375",2018,Dávila-Aranda et al.,http://geoportal.conabio.gob.mx/#!l=yja002dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/yja002dpgw.zip
55609ANGIO,yla002dpgw,dp_01g,"-97.8600006103516,14.0033273696899,-86.4771194458008,22.6446495056152",2018,Dávila-Aranda et al.,http://geoportal.conabio.gob.mx/#!l=yla002dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/yla002dpgw.zip
55735ANGIO,ypo002dpgw,dp_01g,"-105.262886047363,14.5661697387695,-90.3718032836914,29.8738918304443",2018,Dávila-Aranda et al.,http://geoportal.conabio.gob.mx/#!l=ypo002dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ypo002dpgw.zip
55768ANGIO,yri002dpgw,dp_01g,"-109.540000915527,20.8399982452393,-97.140495300293,33.4978294372559",2018,Dávila-Aranda et al.,http://geoportal.conabio.gob.mx/#!l=yri002dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/yri002dpgw.zip
8429PECES,yal017dpgw,dp_01v,"-105.45686340332,19.0703430175781,-99.3068618774414,23.4286766052246",2017,Domínguez-Domínguez y Ortega-Rodríguez,http://geoportal.conabio.gob.mx/#!l=yal017dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/yal017dpgw.zip
19258PECES,yam017dpgw,dp_01v,"-105.341300964355,20.0655422210693,-103.516296386719,21.2738780975342",2017,Domínguez-Domínguez y Ortega-Rodríguez,http://geoportal.conabio.gob.mx/#!l=yam017dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/yam017dpgw.zip
8430PECES,ych017dpgw,dp_01v,"-105.45686340332,19.562442779541,-101.281860351562,23.4291095733643",2017,Domínguez-Domínguez y Ortega-Rodríguez,http://geoportal.conabio.gob.mx/#!l=ych017dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ych017dpgw.zip
19622GIMNO,zfi057dpmgw,dp_01g,"-101.114097595215,19.0711669921875,-96.3974304199219,25.6961708068848",2014,Rojas-Soto et al.,http://geoportal.conabio.gob.mx/#!l=zfi057dpmgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/zfi057dpmgw.zip
19622GIMNO,zfi057dpggw,dp_01v,"-101.114097595215,19.0711669921875,-96.3976135253906,25.6959037780762",2014,Rojas-Soto et al.,http://geoportal.conabio.gob.mx/#!l=zfi057dpggw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/zfi057dpggw.zip
19397GIMNO,zfu057dpggw,dp_01v,"-97.163459777832,15.0721836090088,-88.1888046264648,19.6886672973633",2014,Rojas-Soto et al.,http://geoportal.conabio.gob.mx/#!l=zfu057dpggw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/zfu057dpggw.zip
19397GIMNO,zfu057dpmgw,dp_01g,"-97.163459777832,15.0721836090088,-88.1801147460938,19.6888523101807",2014,Rojas-Soto et al.,http://geoportal.conabio.gob.mx/#!l=zfu057dpmgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/zfu057dpmgw.zip
19618GIMNO,zhe057dpggw,dp_01v,"-102.233093261719,13.9179954528809,-89.7669143676758,18.2344913482666",2014,Rojas-Soto et al.,http://geoportal.conabio.gob.mx/#!l=zhe057dpggw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/zhe057dpggw.zip
